380.0,5.8
385.0,6.99
390.0,8.7
395.0,9.89
400.0,11.59
405.0,94.53
410.0,20.8
415.0,16.52
420.0,18.3
425.0,20.33
430.0,22.0
435.0,231.9
440.0,25.81
445.0,27.63
450.0,29.1
455.0,30.61
460.0,31.92
465.0,33.11
470.0,33.83
475.0,34.7
480.0,35.02
485.0,35.22
490.0,35.81
495.0,35.14
500.0,35.14
505.0,34.9
510.0,34.7
515.0,35.02
520.0,36.13
525.0,37.92
530.0,40.62
535.0,44.7
540.0,49.63
545.0,154.16
550.0,62.21
555.0,68.92
560.0,75.83
565.0,81.95
570.0,86.95
575.0,103.54
580.0,109.94
585.0,91.95
590.0,89.85
595.0,87.15
600.0,83.26
605.0,78.93
610.0,73.93
615.0,68.84
620.0,63.44
625.0,58.84
630.0,53.84
635.0,49.43
640.0,45.54
645.0,41.53
650.0,38.31
655.0,34.62
660.0,31.8
665.0,29.02
670.0,26.72
675.0,24.22
680.0,22.19
685.0,20.41
690.0,19.1
695.0,16.79
700.0,15.13
705.0,13.82
710.0,12.63
715.0,11.39
720.0,10.32
725.0,9.21
730.0,8.89
735.0,7.5
740.0,6.71
745.0,6.11
750.0,5.4
755.0,4.8
760.0,8.7
765.0,4.01
770.0,4.09
775.0,3.3
780.0,2.82
