380.0,1.21
385.0,1.5
390.0,1.81
395.0,2.13
400.0,3.17
405.0,13.08
410.0,3.83
415.0,3.45
420.0,3.86
425.0,4.42
430.0,5.09
435.0,34.1
440.0,12.42
445.0,7.68
450.0,8.6
455.0,9.46
460.0,10.24
465.0,10.84
470.0,11.33
475.0,11.71
480.0,11.98
485.0,12.17
490.0,12.28
495.0,12.32
500.0,12.35
505.0,12.44
510.0,12.55
515.0,12.68
520.0,12.77
525.0,12.72
530.0,12.6
535.0,12.43
540.0,12.22
545.0,28.96
550.0,16.51
555.0,11.79
560.0,11.76
565.0,11.77
570.0,11.84
575.0,14.61
580.0,16.11
585.0,12.34
590.0,12.53
595.0,12.72
600.0,12.92
605.0,13.12
610.0,13.34
615.0,13.61
620.0,13.87
625.0,14.07
630.0,14.2
635.0,14.16
640.0,14.13
645.0,14.34
650.0,14.5
655.0,14.46
660.0,14.0
665.0,12.58
670.0,10.99
675.0,9.98
680.0,9.22
685.0,8.62
690.0,8.07
695.0,7.39
700.0,6.71
705.0,6.16
710.0,5.63
715.0,5.03
720.0,4.46
725.0,4.02
730.0,3.66
735.0,3.36
740.0,3.09
745.0,2.85
750.0,2.65
755.0,2.51
760.0,2.37
765.0,2.15
770.0,1.89
775.0,1.61
780.0,1.32
