380.0,1.9
385.0,2.2
390.0,2.5
395.0,2.7
400.0,3.1
405.0,4.3
410.0,3.8
415.0,4.2
420.0,4.8
425.0,5.19
430.0,5.89
435.0,7.39
440.0,7.89
445.0,5.69
450.0,12.89
455.0,6.69
460.0,4.3
465.0,20.78
470.0,12.99
475.0,6.69
480.0,1.4
485.0,1.5
490.0,3.2
495.0,18.18
500.0,56.24
505.0,2.9
510.0,2.1
515.0,13.39
520.0,2.1
525.0,2.0
530.0,2.2
535.0,2.3
540.0,2.6
545.0,5.1
550.0,11.39
555.0,15.48
560.0,20.78
565.0,55.64
570.0,254.03
575.0,56.14
580.0,111.78
585.0,297.98
590.0,142.55
595.0,334.84
600.0,189.4
605.0,117.78
610.0,79.92
615.0,108.09
620.0,46.85
625.0,38.16
630.0,32.47
635.0,28.37
640.0,25.37
645.0,22.98
650.0,20.38
655.0,19.78
660.0,17.78
665.0,16.78
670.0,19.18
675.0,17.98
680.0,13.69
685.0,9.99
690.0,8.19
695.0,7.59
700.0,6.99
705.0,6.79
710.0,6.49
715.0,6.39
720.0,6.09
725.0,5.99
730.0,5.79
735.0,5.79
740.0,5.79
745.0,5.79
750.0,6.39
755.0,5.99
760.0,5.59
765.0,31.97
770.0,27.87
775.0,5.89
780.0,6.69
